SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
KUANTUM, EQ, 08-Aug-2022,82.5,81.9,85.0,81.0,83.7,83.1,82.93,114368,94.84,598,31910,27.9
L&TFH, EQ, 08-Aug-2022,74.75,74.95,75.45,74.55,74.7,74.7,74.97,3359576,2518.65,9957,779277,23.2
L&TFINANCE, NC, 08-Aug-2022,1062.0,1063.05,1063.05,1062.0,1062.0,1062.17,1062.57,325,3.45,7,325,100
L&TFINANCE, NE, 08-Aug-2022,1045.0,1045.0,1045.0,1031.0,1031.0,1031.0,1035.22,7,0.07,3,7,100
L&TFINANCE, NG, 08-Aug-2022,1120.0,1126.0,1130.0,1125.0,1130.0,1130.0,1126.46,250,2.82,12,250,100
L&TFINANCE, NO, 08-Aug-2022,1042.16,1100.0,1100.0,1062.11,1065.0,1065.0,1067.74,196,2.09,7,164,83.67
L&TFINANCE, NY, 08-Aug-2022,1069.0,1071.0,1071.0,1057.1,1057.15,1057.15,1066.08,310,3.3,4,310,100
L&TFINANCE, Y3, 08-Aug-2022,1008.01,1011.0,1039.99,1011.0,1039.99,1039.99,1020.15,38,0.39,2,26,68.42
L&TFINANCE, Y5, 08-Aug-2022,1070.51,1075.0,1075.0,1075.0,1075.0,1075.0,1075.0,50,0.54,1,50,100
L&TFINANCE, Y7, 08-Aug-2022,1035.51,1034.1,1034.45,1034.1,1034.45,1034.45,1034.38,51,0.53,4,50,98.04
L&TFINANCE, Y9, 08-Aug-2022,1094.98,1085.0,1094.99,1085.0,1094.0,1093.98,1088.84,854,9.3,39,500,58.55
LAGNAM, EQ, 08-Aug-2022,79.1,79.95,79.95,77.3,78.0,78.0,78.21,15488,12.11,298,11495,74.22
LAKPRE, BZ, 08-Aug-2022,5.7,5.45,5.45,5.45,5.45,5.45,5.45,139,0.01,4, -, -
LALPATHLAB, EQ, 08-Aug-2022,2427.0,2426.8,2452.0,2380.0,2418.0,2418.05,2416.42,154852,3741.88,13243,41956,27.09
LAMBODHARA, EQ, 08-Aug-2022,87.1,88.5,88.5,84.0,84.65,84.25,85.69,11397,9.77,356,7276,63.84
LANCER, EQ, 08-Aug-2022,255.55,256.0,266.0,256.0,264.0,264.35,262.06,113924,298.54,4033,75110,65.93
LAOPALA, EQ, 08-Aug-2022,309.6,309.55,315.0,306.2,315.0,314.35,313.26,200892,629.31,6505,94495,47.04
LASA, BE, 08-Aug-2022,37.75,38.75,39.6,37.0,37.15,37.95,38.45,140444,54.0,598, -, -
LATENTVIEW, EQ, 08-Aug-2022,370.15,371.15,372.9,366.5,366.95,367.35,369.35,182933,675.67,5960,80918,44.23
LATTEYS, SM, 08-Aug-2022,78.0,78.0,79.9,75.5,79.8,77.6,76.12,56000,42.63,12,44000,78.57
LAURUSLABS, EQ, 08-Aug-2022,545.1,546.1,554.75,542.45,549.7,551.1,550.1,1126392,6196.31,20538,465798,41.35
LAXMICOT, EQ, 08-Aug-2022,23.8,24.05,24.05,23.15,23.65,23.5,23.62,24762,5.85,158,15154,61.2
LAXMIMACH, EQ, 08-Aug-2022,10596.25,10525.0,10671.85,10326.25,10505.0,10550.35,10547.54,4642,489.62,1384,2893,62.32
LCCINFOTEC, EQ, 08-Aug-2022,2.8,2.9,2.9,2.85,2.9,2.9,2.9,72323,2.1,69,55844,77.21
LEMERITE, SM, 08-Aug-2022,66.0,67.0,67.0,62.15,63.0,63.0,64.44,56000,36.09,32,46400,82.86
LEMONTREE, EQ, 08-Aug-2022,72.85,73.9,77.7,73.6,77.0,76.7,76.46,20478638,15658.72,69021,6352786,31.02
LFIC, EQ, 08-Aug-2022,109.45,118.9,120.0,107.0,110.0,111.55,111.42,6626,7.38,218,2713,40.94
LGBBROSLTD, EQ, 08-Aug-2022,667.8,677.8,681.4,663.0,670.0,666.9,669.01,114413,765.44,2900,88698,77.52
LGBFORGE, EQ, 08-Aug-2022,10.7,10.95,11.05,10.6,10.6,10.6,10.87,250918,27.28,695,161324,64.29
LGHL, SM, 08-Aug-2022,19.1,19.9,19.9,19.9,19.9,19.9,19.9,8000,1.59,1,8000,100
LIBAS, EQ, 08-Aug-2022,26.5,26.1,27.3,26.1,27.0,26.9,26.76,59749,15.99,234,27950,46.78
LIBERTSHOE, EQ, 08-Aug-2022,154.1,154.1,165.7,154.1,160.5,161.05,161.57,261537,422.58,4785,118759,45.41
LICHSGFIN, EQ, 08-Aug-2022,379.2,379.2,384.5,374.5,380.7,380.0,379.89,2969646,11281.51,33627,908279,30.59
LICI, EQ, 08-Aug-2022,687.35,680.35,688.0,678.5,679.7,680.0,682.99,1215231,8299.94,36487,550192,45.27
LICNETFGSC, EQ, 08-Aug-2022,22.16,22.39,22.39,21.9,22.03,22.09,22.14,14576,3.23,120,12784,87.71
LICNETFN50, EQ, 08-Aug-2022,186.88,187.5,187.75,183.9,187.25,187.66,187.27,583,1.09,60,424,72.73
LICNETFSEN, EQ, 08-Aug-2022,629.43,637.0,643.0,628.66,635.0,635.0,634.12,64,0.41,28,47,73.44
LICNFNHGP, EQ, 08-Aug-2022,186.8,189.89,189.89,186.25,189.0,189.0,187.58,488,0.92,51,332,68.03
LIKHITHA, EQ, 08-Aug-2022,283.65,278.45,288.2,278.45,285.5,286.7,285.99,16898,48.33,1069,8646,51.17
LINC, EQ, 08-Aug-2022,253.65,254.9,261.0,249.95,252.65,254.65,256.46,3662,9.39,202,1725,47.11
LINCOLN, EQ, 08-Aug-2022,314.05,320.0,320.2,308.5,310.0,309.55,312.46,26478,82.73,1303,16253,61.38
LINDEINDIA, EQ, 08-Aug-2022,3524.35,3548.0,3647.3,3525.15,3538.95,3543.45,3584.81,46049,1650.77,8490,19121,41.52
LIQUIDBEES, EQ, 08-Aug-2022,999.99,999.99,1000.01,999.99,1000.0,1000.0,1000.0,1810793,18107.87,13547,1310817,72.39
LIQUIDETF, EQ, 08-Aug-2022,1000.0,999.4,1000.01,998.0,999.99,999.99,999.99,22680,226.8,97,17577,77.5
LODHA, EQ, 08-Aug-2022,1066.45,1070.0,1084.4,1059.0,1067.0,1069.45,1076.01,446147,4800.57,7896,262560,58.85
LOKESHMACH, EQ, 08-Aug-2022,91.3,91.0,94.7,91.0,92.3,92.65,93.11,82080,76.43,1429,44835,54.62
LOTUSEYE, EQ, 08-Aug-2022,77.9,78.8,80.8,76.1,77.8,77.65,78.59,100714,79.15,1105,74888,74.36
LOVABLE, EQ, 08-Aug-2022,130.25,131.0,142.9,130.9,142.0,141.55,138.68,128744,178.54,3475,61086,47.45
LPDC, EQ, 08-Aug-2022,6.5,6.4,7.15,6.35,7.15,7.15,7.04,132575,9.34,300,120919,91.21
LSIL, EQ, 08-Aug-2022,14.75,14.75,15.45,14.7,15.45,15.45,15.31,1637190,250.71,2571,1185656,72.42
LT, EQ, 08-Aug-2022,1787.45,1796.4,1832.05,1790.25,1826.5,1829.65,1818.07,2625195,47727.86,142257,1695494,64.59
LTGILTBEES, EQ, 08-Aug-2022,22.57,22.49,22.5,22.4,22.4,22.42,22.44,31113,6.98,133,25437,81.76
LTI, EQ, 08-Aug-2022,4925.35,4930.0,4959.9,4876.0,4908.0,4900.2,4906.27,191049,9373.38,19961,44780,23.44
LTTS, EQ, 08-Aug-2022,3563.05,3575.0,3605.0,3537.05,3584.85,3589.8,3575.96,263354,9417.43,20239,114616,43.52
LUMAXIND, EQ, 08-Aug-2022,1431.4,1431.4,1477.0,1431.4,1467.0,1463.25,1460.41,7364,107.54,1768,4222,57.33
LUMAXTECH, EQ, 08-Aug-2022,232.3,240.0,240.0,228.3,229.45,229.95,231.76,326355,756.35,8164,99407,30.46
LUPIN, EQ, 08-Aug-2022,668.1,670.0,673.05,658.1,667.0,666.65,664.49,1379795,9168.61,26091,443667,32.15
LUXIND, EQ, 08-Aug-2022,1917.55,1906.2,1934.9,1906.2,1924.0,1928.05,1919.97,37680,723.45,6588,20018,53.13
LXCHEM, EQ, 08-Aug-2022,312.1,314.0,315.6,308.0,309.35,309.7,311.73,694637,2165.42,16761,316367,45.54
LYKALABS, EQ, 08-Aug-2022,129.7,132.0,133.3,123.0,130.15,130.6,131.21,54458,71.46,1412,31282,57.44
LYPSAGEMS, BE, 08-Aug-2022,6.0,6.0,6.2,5.8,6.1,6.0,6.0,16947,1.02,71, -, -
M&M, EQ, 08-Aug-2022,1235.9,1245.0,1280.0,1242.65,1275.6,1276.7,1266.32,5412651,68541.27,168556,2615805,48.33
M&MFIN, EQ, 08-Aug-2022,195.5,196.6,198.0,195.0,196.05,196.1,196.17,2745277,5385.37,13897,1022951,37.26
M&MFIN, N2, 08-Aug-2022,1066.2,1080.0,1080.0,1079.8,1079.8,1079.8,1079.97,65,0.7,3,65,100
M&MFIN, N3, 08-Aug-2022,1780.0,1785.0,1785.0,1785.0,1785.0,1785.0,1785.0,5,0.09,1,5,100
M17RD, MF, 08-Aug-2022,12.75,13.7,14.0,13.22,14.0,14.0,13.93,17500,2.44,4,17500,100
M17RG, MF, 08-Aug-2022,13.7,14.0,14.0,14.0,14.0,14.0,14.0,7216,1.01,3,7216,100
MAANALU, EQ, 08-Aug-2022,136.8,136.0,143.0,136.0,143.0,141.6,140.6,134241,188.74,2527,56755,42.28
MACPOWER, EQ, 08-Aug-2022,232.15,235.0,235.0,220.0,224.0,226.2,225.17,37801,85.12,730,25987,68.75
MADHAV, EQ, 08-Aug-2022,46.25,46.05,55.5,46.0,55.5,55.5,52.92,240182,127.11,1752,96839,40.32
MADHUCON, EQ, 08-Aug-2022,5.2,5.4,5.5,5.3,5.3,5.35,5.34,38767,2.07,135,32565,84
MADRASFERT, EQ, 08-Aug-2022,47.9,47.65,54.55,47.4,52.3,52.5,52.41,4900871,2568.78,23534,889647,18.15
MAESGETF, EQ, 08-Aug-2022,29.22,29.36,29.5,29.26,29.45,29.45,29.42,2387,0.7,100,1894,79.35
MAFANG, EQ, 08-Aug-2022,44.17,43.69,44.35,43.02,44.23,44.24,44.07,282110,124.33,1866,158267,56.1
MAFSETF, EQ, 08-Aug-2022,17.61,17.82,17.84,17.55,17.8,17.8,17.74,75770,13.44,270,63931,84.38
MAGADSUGAR, EQ, 08-Aug-2022,327.15,318.0,328.3,308.4,311.45,310.2,315.33,41294,130.21,2181,27543,66.7
MAGNUM, EQ, 08-Aug-2022,12.6,12.65,12.65,12.3,12.55,12.5,12.47,24081,3.0,220,17923,74.43
MAHABANK, EQ, 08-Aug-2022,17.3,17.3,17.55,17.15,17.3,17.25,17.36,1170908,203.25,2379,660206,56.38
MAHAPEXLTD, EQ, 08-Aug-2022,77.0,77.7,79.25,75.45,77.2,77.9,77.42,12682,9.82,259,5691,44.87
MAHASTEEL, EQ, 08-Aug-2022,64.55,64.15,66.0,64.15,65.5,65.6,65.47,4375,2.86,106,3004,68.66
MAHEPC, EQ, 08-Aug-2022,100.9,101.85,104.35,101.0,104.15,103.8,103.34,31691,32.75,683,21696,68.46
MAHESHWARI, EQ, 08-Aug-2022,73.75,73.65,74.7,73.6,74.0,73.95,74.08,10554,7.82,184,7454,70.63
MAHINDCIE, EQ, 08-Aug-2022,272.2,273.0,275.5,268.0,271.95,269.9,272.13,240110,653.41,9752,103602,43.15
MAHKTECH, EQ, 08-Aug-2022,14.67,14.83,14.83,14.53,14.68,14.67,14.64,42158,6.17,250,39465,93.61
MAHLIFE, EQ, 08-Aug-2022,422.6,424.8,435.7,423.0,427.95,428.05,429.65,154556,664.04,12887,82163,53.16
MAHLOG, EQ, 08-Aug-2022,473.5,474.65,477.95,468.0,473.85,473.05,471.83,465250,2195.2,3009,445889,95.84
MAHSCOOTER, EQ, 08-Aug-2022,4071.75,4125.0,4150.0,4071.85,4115.0,4118.2,4110.76,6716,276.08,1485,3676,54.73
MAHSEAMLES, EQ, 08-Aug-2022,746.15,745.0,757.5,742.05,748.0,752.15,749.87,120430,903.07,5070,84333,70.03
MAITHANALL, EQ, 08-Aug-2022,968.25,977.4,988.0,964.7,969.75,969.6,973.48,32028,311.79,3312,17178,53.63
MALLCOM, EQ, 08-Aug-2022,697.5,711.45,711.45,686.15,693.0,698.2,697.61,524,3.66,109,327,62.4
MALUPAPER, EQ, 08-Aug-2022,32.35,32.3,35.25,31.95,35.2,34.0,33.52,99214,33.26,657,57235,57.69
MAM150ETF, EQ, 08-Aug-2022,11.49,11.78,11.78,11.42,11.52,11.51,11.49,131082,15.07,378,81643,62.28
MAMFGETF, EQ, 08-Aug-2022,81.78,82.21,82.69,81.94,82.62,82.62,82.33,6116,5.04,90,5732,93.72
MAN50ETF, EQ, 08-Aug-2022,180.79,181.48,182.86,180.89,182.72,182.42,182.12,7921,14.43,231,5657,71.42
MANAKALUCO, EQ, 08-Aug-2022,22.0,22.3,22.5,20.45,21.3,21.25,21.59,70098,15.13,877,40891,58.33
MANAKCOAT, EQ, 08-Aug-2022,19.75,20.3,20.3,19.1,19.5,19.6,19.67,23657,4.65,238,16946,71.63
MANAKSIA, EQ, 08-Aug-2022,77.05,78.0,78.5,76.45,77.4,76.95,77.39,50785,39.3,702,36622,72.11
MANAKSTEEL, EQ, 08-Aug-2022,39.7,39.1,40.3,39.1,40.15,40.0,39.92,39813,15.89,364,25332,63.63
MANALIPETC, EQ, 08-Aug-2022,103.95,103.95,105.65,103.05,103.15,103.7,104.46,365703,382.01,4487,186748,51.07
MANAPPURAM, EQ, 08-Aug-2022,108.15,108.6,109.45,106.3,107.75,107.7,107.87,6478884,6988.99,28640,1547459,23.88
MANGALAM, EQ, 08-Aug-2022,152.9,153.0,159.5,146.55,149.15,149.0,151.93,116935,177.66,2980,63731,54.5
MANGCHEFER, EQ, 08-Aug-2022,123.95,125.0,126.45,118.15,119.25,119.1,122.04,1303070,1590.32,8521,685334,52.59
MANGLMCEM, EQ, 08-Aug-2022,319.7,326.0,338.0,321.0,332.6,335.2,331.49,63761,211.36,2638,39919,62.61
MANINDS, EQ, 08-Aug-2022,96.8,96.85,98.1,96.0,96.1,96.05,96.45,62850,60.62,1019,45521,72.43
MANINFRA, EQ, 08-Aug-2022,83.7,83.7,84.85,83.2,83.2,83.6,84.15,148820,125.23,1853,108973,73.22
MANORAMA, EQ, 08-Aug-2022,1160.1,1183.0,1233.65,1164.05,1225.0,1214.9,1193.4,6138,73.25,935,4637,75.55
MANORG, EQ, 08-Aug-2022,641.55,641.55,655.0,631.5,635.0,636.1,644.71,4969,32.04,631,3141,63.21
MANUGRAPH, EQ, 08-Aug-2022,16.45,17.2,17.2,15.9,16.1,16.45,16.49,11115,1.83,167,8595,77.33
MANXT50, EQ, 08-Aug-2022,421.32,421.95,422.7,420.14,422.7,422.69,421.45,358,1.51,53,261,72.91
MANYAVAR, EQ, 08-Aug-2022,1211.9,1227.2,1325.0,1215.75,1290.0,1296.8,1283.8,426602,5476.71,24938,208248,48.82
MAPMYINDIA, EQ, 08-Aug-2022,1305.05,1334.9,1365.0,1305.6,1341.0,1347.05,1338.5,353435,4730.73,24719,115770,32.76
MARALOVER, EQ, 08-Aug-2022,67.25,68.8,68.8,64.2,65.55,65.0,66.0,34258,22.61,603,23805,69.49
MARATHON, EQ, 08-Aug-2022,210.2,210.85,213.5,204.3,208.0,210.8,209.81,56872,119.33,2260,19840,34.89
MARICO, EQ, 08-Aug-2022,519.7,524.2,527.9,520.55,524.6,523.4,523.6,1321518,6919.49,31078,531132,40.19
MARINE, EQ, 08-Aug-2022,27.4,28.0,28.0,27.2,27.35,27.4,27.44,115720,31.75,815,84090,72.67
MARKSANS, EQ, 08-Aug-2022,49.95,50.4,50.4,49.3,49.9,49.8,49.62,611447,303.39,2933,382786,62.6
MARSHALL, EQ, 08-Aug-2022,35.8,38.1,41.35,34.15,36.9,36.7,38.58,399701,154.22,2766,150015,37.53
MARUTI, EQ, 08-Aug-2022,8841.2,8841.2,8998.0,8841.0,8914.9,8921.95,8923.54,520993,46491.01,66218,266555,51.16
MASFIN, EQ, 08-Aug-2022,581.65,586.9,625.0,581.65,624.5,615.95,603.32,214284,1292.82,7398,139799,65.24
MASPTOP50, EQ, 08-Aug-2022,28.17,27.05,28.58,27.05,28.0,28.15,28.15,110830,31.2,363,105286,95
MASTEK, EQ, 08-Aug-2022,2023.9,2023.0,2061.45,2011.4,2019.9,2019.35,2028.42,57093,1158.09,6024,24544,42.99
MATRIMONY, EQ, 08-Aug-2022,807.25,805.0,811.0,799.1,809.95,808.65,804.03,15471,124.39,1611,10581,68.39
MAWANASUG, EQ, 08-Aug-2022,90.05,91.95,93.3,91.0,91.1,91.45,91.96,83616,76.9,1730,44206,52.87
MAXHEALTH, EQ, 08-Aug-2022,375.65,379.8,395.95,378.0,381.2,381.6,387.98,1460947,5668.14,39146,618652,42.35
MAXIND, EQ, 08-Aug-2022,75.75,75.6,77.45,75.6,77.45,77.0,76.58,48273,36.97,423,42209,87.44
MAXVIL, EQ, 08-Aug-2022,103.2,102.0,109.15,102.0,108.35,108.5,105.87,299876,317.47,3627,216504,72.2
MAYURUNIQ, EQ, 08-Aug-2022,420.55,421.0,432.9,416.9,431.0,427.6,423.44,28490,120.64,1441,20240,71.04
MAZDA, EQ, 08-Aug-2022,589.55,585.55,625.9,579.2,619.7,615.85,601.98,28135,169.37,994,16399,58.29
MAZDOCK, EQ, 08-Aug-2022,277.55,277.9,286.8,275.5,283.85,282.3,283.13,338740,959.06,8098,141179,41.68
MBAPL, BE, 08-Aug-2022,668.6,660.0,702.0,635.2,701.75,700.2,682.82,13111,89.52,369, -, -
MBECL, BE, 08-Aug-2022,4.2,4.0,4.0,4.0,4.0,4.0,4.0,42176,1.69,58, -, -
MBLINFRA, EQ, 08-Aug-2022,19.85,19.45,20.15,18.8,20.0,19.95,19.56,83265,16.28,320,54016,64.87
MCDHOLDING, BZ, 08-Aug-2022,69.8,73.25,73.25,67.5,73.25,73.25,73.23,26416,19.35,106, -, -
MCDOWELL-N, EQ, 08-Aug-2022,786.5,789.9,789.9,777.85,781.0,781.1,782.89,917828,7185.58,29044,423670,46.16
MCL, EQ, 08-Aug-2022,25.65,28.2,28.2,28.2,28.2,28.2,28.2,26506,7.47,130,26506,100
MCLEODRUSS, EQ, 08-Aug-2022,22.45,22.45,23.45,22.45,23.0,23.05,23.0,486939,112.02,881,435483,89.43
MCX, EQ, 08-Aug-2022,1287.7,1287.05,1298.75,1280.0,1284.45,1285.1,1287.39,174848,2250.98,12418,65391,37.4
MEDICAMEQ, EQ, 08-Aug-2022,766.55,756.0,779.0,756.0,779.0,773.4,772.65,7218,55.77,774,4540,62.9
MEDICO, EQ, 08-Aug-2022,90.3,86.65,96.65,86.65,88.3,89.4,90.42,1023,0.93,70,231,22.58
MEDPLUS, EQ, 08-Aug-2022,739.3,735.0,743.95,735.0,737.3,738.6,739.97,8691,64.31,1267,4146,47.7
MEGASOFT, BE, 08-Aug-2022,43.9,43.6,44.35,42.0,43.0,42.95,42.91,55800,23.95,416, -, -
MEGASTAR, EQ, 08-Aug-2022,173.35,173.05,174.5,173.0,174.25,173.25,173.42,1464,2.54,69,1025,70.01
MELSTAR, BZ, 08-Aug-2022,2.2,2.3,2.3,2.2,2.3,2.3,2.27,22039,0.5,22, -, -
MENONBE, EQ, 08-Aug-2022,89.55,89.9,91.75,89.6,89.8,90.1,90.79,65848,59.78,800,41456,62.96
MEP, EQ, 08-Aug-2022,18.45,18.45,18.65,17.55,17.65,17.7,17.8,585552,104.21,1318,337896,57.71
MERCATOR, BE, 08-Aug-2022,1.35,1.4,1.4,1.35,1.4,1.4,1.39,340787,4.74,224, -, -
METALFORGE, BZ, 08-Aug-2022,4.4,4.5,4.5,4.25,4.45,4.45,4.41,8614,0.38,35, -, -
METROBRAND, EQ, 08-Aug-2022,735.3,753.0,796.0,749.5,758.1,758.1,775.61,822417,6378.73,23357,343539,41.77
METROPOLIS, EQ, 08-Aug-2022,1555.05,1565.3,1565.3,1522.7,1530.0,1529.2,1535.03,129146,1982.43,7933,32481,25.15
MFL, EQ, 08-Aug-2022,1400.85,1404.7,1446.25,1397.05,1435.0,1425.35,1421.96,101558,1444.12,8460,29533,29.08
MFSL, EQ, 08-Aug-2022,820.7,823.8,823.8,790.0,791.5,794.9,806.71,460476,3714.73,14179,270572,58.76
MGEL, EQ, 08-Aug-2022,181.1,183.8,183.85,176.75,178.0,179.9,180.6,69936,126.3,860,25466,36.41
MGL, EQ, 08-Aug-2022,785.2,790.1,829.0,790.1,818.0,817.7,819.17,2814483,23055.45,72670,570026,20.25
MHHL, SM, 08-Aug-2022,30.95,30.95,31.5,30.6,31.5,31.5,31.11,27000,8.4,9,27000,100
MHLXMIRU, EQ, 08-Aug-2022,132.7,131.9,135.4,131.9,133.5,132.75,133.07,2016,2.68,56,1016,50.4
MHRIL, EQ, 08-Aug-2022,236.15,238.5,256.75,237.65,253.05,255.05,251.2,1998543,5020.26,27511,592882,29.67
MICEL, BE, 08-Aug-2022,13.35,14.0,14.0,14.0,14.0,14.0,14.0,53828,7.54,194, -, -
MID150BEES, EQ, 08-Aug-2022,116.28,117.45,117.59,115.22,116.49,116.68,117.45,4555727,5350.91,3393,4490280,98.56
MIDHANI, EQ, 08-Aug-2022,170.15,170.4,173.75,170.35,171.5,171.9,172.19,153460,264.25,3899,75677,49.31
MINDACORP, EQ, 08-Aug-2022,242.55,244.9,253.7,239.5,239.95,241.3,247.24,2310342,5712.13,39788,777748,33.66
MINDSPACE, RR, 08-Aug-2022,372.59,373.5,375.0,368.7,372.3,372.25,372.46,79281,295.29,4078,62350,78.64
MINDTECK, EQ, 08-Aug-2022,126.0,129.5,133.4,128.55,132.0,131.75,131.53,63711,83.8,1551,38393,60.26
MINDTREE, EQ, 08-Aug-2022,3565.65,3576.0,3588.45,3518.0,3531.9,3530.25,3539.11,378571,13398.04,29804,62256,16.44
MIRCELECTR, EQ, 08-Aug-2022,16.45,16.55,17.2,16.35,16.5,16.5,16.77,563914,94.56,1456,420886,74.64
MIRZAINT, EQ, 08-Aug-2022,270.75,271.45,288.4,271.25,282.3,282.1,283.6,1232407,3495.12,20516,461004,37.41
MITCON, EQ, 08-Aug-2022,80.65,81.0,81.0,71.0,74.1,74.75,74.04,139387,103.2,1603,90856,65.18
MITTAL, EQ, 08-Aug-2022,12.85,13.05,13.2,12.5,13.2,13.15,12.94,29200,3.78,155,21397,73.28
MKPL, SM, 08-Aug-2022,191.0,192.0,192.0,192.0,192.0,192.0,192.0,4000,7.68,1,4000,100
MMFL, EQ, 08-Aug-2022,925.15,934.4,938.9,919.0,929.8,921.6,928.26,15914,147.72,3811,8723,54.81
MMP, EQ, 08-Aug-2022,160.4,156.0,161.7,156.0,158.6,159.2,159.25,10722,17.07,189,7547,70.39
MMTC, EQ, 08-Aug-2022,39.2,39.2,40.35,39.2,39.65,39.65,39.76,1254034,498.55,5779,392231,31.28
MODIRUBBER, BE, 08-Aug-2022,53.35,54.65,56.0,54.45,56.0,55.05,55.49,4077,2.26,45, -, -
MODISNME, EQ, 08-Aug-2022,63.2,61.35,65.05,61.05,64.75,64.7,64.32,14802,9.52,283,9249,62.48
MOGSEC, EQ, 08-Aug-2022,49.2,49.13,49.19,49.06,49.1,49.1,49.16,1131,0.56,27,1084,95.84
MOHEALTH, EQ, 08-Aug-2022,23.49,23.49,24.1,22.6,22.77,22.77,22.89,4787,1.1,46,3080,64.34
MOHITIND, EQ, 08-Aug-2022,18.4,18.75,18.75,17.3,17.8,17.75,17.77,27741,4.93,321,19085,68.8
MOHOTAIND, BZ, 08-Aug-2022,6.2,5.95,6.45,5.9,6.25,6.25,6.16,10408,0.64,46, -, -
MOIL, EQ, 08-Aug-2022,160.35,160.9,162.7,160.4,162.0,161.65,161.77,184437,298.37,3347,79150,42.91
MOKSH, EQ, 08-Aug-2022,15.85,15.95,16.4,15.2,15.35,15.5,15.77,305463,48.16,938,244600,80.08
MOL, EQ, 08-Aug-2022,122.3,122.3,124.65,120.85,122.4,122.25,122.86,973243,1195.69,7357,464183,47.69
MOLDTECH, EQ, 08-Aug-2022,90.75,91.95,91.95,89.55,90.45,90.0,90.29,39767,35.9,1029,19520,49.09
MOLDTKPAC, EQ, 08-Aug-2022,823.75,826.4,911.0,826.0,910.85,904.35,884.98,525686,4652.2,23398,155782,29.63
MOLOWVOL, EQ, 08-Aug-2022,121.21,120.47,121.32,119.98,119.98,121.25,121.09,3413,4.13,32,3215,94.2
MOM100, EQ, 08-Aug-2022,32.23,32.55,33.08,31.59,32.82,32.99,32.86,361628,118.82,1490,233698,64.62
MOM50, EQ, 08-Aug-2022,173.92,174.5,175.99,174.0,175.99,175.59,175.35,1514,2.65,85,1039,68.63
MOMOMENTUM, EQ, 08-Aug-2022,183.71,187.98,187.98,183.99,183.99,186.07,185.81,10851,20.16,119,8287,76.37
MON100, EQ, 08-Aug-2022,102.95,103.8,103.8,101.1,102.65,102.63,102.54,362587,371.81,5026,260328,71.8
MONARCH, EQ, 08-Aug-2022,256.85,258.7,260.0,251.6,254.65,253.2,254.47,10393,26.45,330,5765,55.47
MONQ50, EQ, 08-Aug-2022,55.34,55.5,55.5,54.7,55.07,55.33,55.37,4476,2.48,121,3887,86.84
MONTECARLO, EQ, 08-Aug-2022,727.0,727.0,748.15,720.05,742.0,738.0,735.99,91338,672.24,4878,30501,33.39
MORARJEE, EQ, 08-Aug-2022,18.9,19.7,19.7,18.2,18.3,18.45,18.97,3489,0.66,67,1459,41.82
MOREPENLAB, EQ, 08-Aug-2022,35.3,35.4,35.45,35.0,35.2,35.15,35.16,994857,349.84,3785,635376,63.87
MOTHERSON, EQ, 08-Aug-2022,130.45,130.75,131.5,128.15,128.8,128.55,129.92,4615531,5996.67,43487,1447621,31.36
MOTILALOFS, EQ, 08-Aug-2022,760.4,760.4,770.95,759.65,769.0,767.35,767.07,24243,185.96,2559,13121,54.12
MOTOGENFIN, EQ, 08-Aug-2022,27.9,27.9,28.4,27.6,28.15,28.15,27.98,2022,0.57,38,1854,91.69
MPHASIS, EQ, 08-Aug-2022,2394.85,2399.95,2408.2,2364.55,2391.25,2391.15,2391.08,305148,7296.33,16640,121713,39.89
MPSLTD, EQ, 08-Aug-2022,688.5,688.5,693.5,669.0,680.5,680.45,680.44,16256,110.61,1314,10079,62
MRF, EQ, 08-Aug-2022,88895.45,88500.05,88900.0,87500.0,87500.0,87717.5,88112.83,8338,7346.85,5088,2638,31.64
MRO-TEK, EQ, 08-Aug-2022,59.25,59.25,67.65,59.25,63.85,63.65,64.41,166823,107.45,2018,60195,36.08
MRPL, EQ, 08-Aug-2022,71.9,72.5,73.15,71.1,72.35,72.3,71.89,2390227,1718.3,11039,1125855,47.1
MSPL, EQ, 08-Aug-2022,9.85,9.95,10.0,9.8,9.9,9.9,9.91,168358,16.68,525,132625,78.78
MSTCLTD, EQ, 08-Aug-2022,250.5,250.5,255.9,249.0,252.0,251.1,251.99,154164,388.47,4625,61507,39.9
MSUMI, EQ, 08-Aug-2022,79.45,80.5,80.85,78.4,78.95,78.95,79.23,3765425,2983.32,34798,2418408,64.23
MTARTECH, EQ, 08-Aug-2022,1400.4,1409.8,1428.0,1390.0,1413.3,1411.85,1408.03,101081,1423.25,8284,34960,34.59
MTEDUCARE, EQ, 08-Aug-2022,8.9,8.9,9.15,8.85,8.95,8.95,9.01,77784,7.01,206,46802,60.17
MTNL, EQ, 08-Aug-2022,24.15,24.15,24.25,23.4,23.45,23.5,23.8,1984140,472.3,4577,696803,35.12
MUKANDLTD, EQ, 08-Aug-2022,118.65,118.65,120.9,114.95,115.6,116.25,117.72,62507,73.58,1044,48617,77.78
