id,category,era,clean_window,car5,anon_text
ev_071,Disclosure under SEBI Takeover Regulations,2025-2026,True,0.023939445841494544,"Rahul COMPANY has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_072,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.04411588223199403,"COMPANY Khemka For and on Behalf of Acquirer(s) of the Company has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011."
ev_073,Change in Director(s),2025-2026,True,-0.0042016384661597295,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_074,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.013025229157744178,"V.S.S Mani has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_075,Disclosure under SEBI Takeover Regulations,2025-2026,True,0.016992998111899915,"COMPANY Resources Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(1) and 31(2) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_076,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.02085582829586352,"Ramesh Kumar Dua has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_077,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.006116591943856831,"Bina Modi has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_078,Disclosure under SEBI Takeover Regulations,2025-2026,True,0.05307558441332061,"Kartik Bharat Ram has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_079,Disclosure under SEBI Takeover Regulations,2025-2026,True,0.08108181902219735,"COMPANY has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_080,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.010995193826182748,"COMPANY Bank Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_081,Change in Director(s),2025-2026,True,-0.0587102836672998,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_082,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.022857941295465034,"Brijmohan Lal Om Parkash has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_083,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.006203872261170029,"COMPANY has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011."
ev_084,Statement of deviation(s) or variation(s) under Reg. 32,2025-2026,True,-0.028868650423455544,COMPANY has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32
ev_085,Change in Director(s),2025-2026,True,-0.006296294887711107,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_086,Change in Director(s),2025-2026,True,-0.012051272667985113,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_087,Change in Director(s),2025-2026,True,-0.019745043145690033,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_088,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.022898791146755526,"COMPANY has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_089,Change in Director(s),2025-2026,True,-0.008146647257667672,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_090,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.01913668748264974,"Monarch Infraparks Private Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_091,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.05828437560958166,"Vivek Saraogi has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_092,Change in Director(s),2025-2026,True,0.01870987424390458,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_093,Change in Director(s),2025-2026,True,-0.0009186681801098828,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_094,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.00822881586023616,"COMPANY Holdings Private Limited, COMPANY Logistics Private Limited, COMPANY Engineering Industries Private Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_095,Disclosure under SEBI Takeover Regulations,2025-2026,True,0.14639323628845013,"Rashesh Manhar Bhansali has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_096,Change in Director(s),2025-2026,True,0.07954196504117195,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_097,Disclosure under SEBI Takeover Regulations,2025-2026,True,0.05586370700444021,"COMPANY has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_098,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.0032998884169141984,"Diwakar Nigam has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_099,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.11276984701330328,"COMPANY has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_100,Disclosure under SEBI Takeover Regulations,2025-2026,True,0.02561065463277612,"Riddhi Portfolio Private limited has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011."
ev_101,Statement of deviation(s) or variation(s) under Reg. 32,2025-2026,True,0.046520407323519586,COMPANY has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32
ev_102,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.031245903360330063,"COMPANY has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_103,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.023409379049135204,"COMPANY has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_104,Statement of deviation(s) or variation(s) under Reg. 32,2025-2026,True,-0.09016006903809592,COMPANY has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32
ev_105,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.021362688164251575,"Anil B. Virani has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_106,Change in Director(s),2025-2026,True,0.03931668289770651,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_107,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.01454929213634304,"Lebnitze Real Estate Private Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_108,Change in Director(s),2025-2026,True,-0.06493497556619188,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_109,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.012568410934251317,"Devendra Khemka For & on behalf of Akshay Poddar has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_110,Change in Director(s),2025-2026,True,0.02413247461741652,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_111,Disclosure under SEBI Takeover Regulations,2025-2026,True,0.01192322999869333,"COMPANY has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_112,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.05287972923114537,"Rashesh Chandrakant Shah has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_113,Change in Director(s),2025-2026,True,0.028499506727749924,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_114,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.05178117701110807,"Robert COMPANY GmbH has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_115,Statement of deviation(s) or variation(s) under Reg. 32,2025-2026,True,-0.01943743160045619,COMPANY has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32
ev_116,Statement of deviation(s) or variation(s) under Reg. 32,2025-2026,True,-0.01912086650951328,COMPANY has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32
ev_117,Disclosure under SEBI Takeover Regulations,2025-2026,True,-0.015701708117417112,"Vedanta Ltd has submitted to the Exchange a copy of Disclosure under Regulation 31 of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011"
ev_118,Statement of deviation(s) or variation(s) under Reg. 32,2025-2026,True,0.017995786607421627,COMPANY has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32
ev_119,Change in Director(s),2025-2026,True,-0.026261394153418993,COMPANY has informed the Exchange regarding Change in Director(s) of the company.
ev_120,Disclosure under SEBI Takeover Regulations,2025-2026,False,0.011111788136178857,"COMPANY has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_121,Disclosure under SEBI Takeover Regulations,2025-2026,False,0.1396330499599472,"COMPANY has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011."
ev_122,Disclosure under SEBI Takeover Regulations,2020-2022,False,-0.01724147694970113,"Promoter/Member of the Promoter Group of the Company has informed the Exchange regarding disclosure under Regulation 31(4) of SEBI SAST Regulations 2011 as on March 31, 2021"
ev_123,Disclosure under SEBI Takeover Regulations,2020-2022,False,-0.04790456881822702,"COMPANY ��has informed the Exchange regarding disclosure under Regulation 30 of SEBI SAST Regulations, 2011��as at March 31, 2021.��"
ev_124,Disclosure under SEBI Takeover Regulations,2020-2022,False,-0.028285147911500386,Promoter/Promoter Group of COMPANY has submitted a disclosure under Regulation 31(4) of SEBI Takeover Regulations for the year ended 31-Mar-2022
ev_125,Disclosure under SEBI Takeover Regulations,2020-2022,False,0.024968868231939112,"Standard Life Investments Limited has informed the Exchange regarding Disclosure under Regulation 30 of the SEBI (Substantial Acquisition of Shares and Takeover) Regulations, 2011"
